,Unnamed: 0,Date,Unnamed: 1,create_at,geo_tag-cityName,geo_tag-stateName,id,lang,place-country,place-full_name,text,user-description,user-followers_count,user-id,Date.1,Year,sentiment,year-month,num_crimes_per_month,keyword
20,68221,2017-7-24,20,2017-7-24T08:14:56.000Z,Los Angeles,California,1503875359908933632,en,United States,"Los Angeles, CA","I am known by many names&The Leche Whisperer 

Bruh what? What gay green-lit that one",Snap @jkrsolo All views are my own. just blabbing into the void.,1345.0,254270637.0,2022-03-15,2022,Negative,2017-7,535.0,['gay']
21,68222,2017-8-24,21,2017-8-24T17:37:14.000Z,El Paso,Texas,1503790431624216579,en,United States,"El Paso, TX","This pisses me off. If youre a feminist and dont include trans women youre really a piece of shit. 
https://t.co/AOOi7vLVD8",27. just existing. she/her. queer queen.,22.0,1.3227001067774E+18,2022-03-15,2022,Negative,2017-8,567.0,['trans']
22,68223,2017-9-24,22,2017-9-24T15:59:03.000Z,Richmond,Virginia,1503792544890638336,en,United States,"Richmond, VA","I Will be interviewing Hogatha, the handicapped, vegan-fluid, intersectional feminist, misgendered lesbian who has won many participation trophies TOMORROW NIGHT on OutSpoken Instagram Live! 

Dont miss it!","Writer/Director at @ArsenalMediaGrp  Digital Director for @GetOutspokenUSA =�Executive Director for @LogCabinTPA <�< Ambassador for @TPUSA <�<�",21931.0,1.138287733322E+18,2022-03-15,2022,Negative,2017-9,758.0,['lesbian']
23,68224,2017-10-24,23,2017-10-24T07:34:20.000Z,Brooklyn,New York,1503749646899986447,en,United States,"Brooklyn, NY",@MidwesternMom3 @geoljills @graciefacelove @sarahbeth345 @thsuburbanmommy What concerns do you have about trans people existing exactly?,"Bronx-born, Queens-raised son of a Brooklyn dad & Manhattan mom who met in Staten Island. Realtor, Writer, AvGeek, Europhile, NYC Expert. Nick = Domenick <�<",2590.0,6355882.0,2022-03-15,2022,Negative,2017-10,491.0,['trans']
24,68225,2017-11-24,24,2017-11-24T18:55:14.000Z,Queens,New York,1503567159959736320,en,United States,"Queens, NY",@kerricolby Get your ass inside before you catch pneumonia. She hits the trans girls too lol,"<�<� international trans queen. 
Grown woman ish!",85.0,1.46215915558271E+18,2022-03-15,2022,Positive,2017-11,553.0,['trans']
25,68226,2017-12-24,25,2017-12-24T06:08:59.000Z,Brooklyn,New York,1503862083510808578,en,United States,"Brooklyn, NY",The gay walking around a store with c** on his face,The Gaba Ghoul | DJ =�<�,8235.0,62711456.0,2022-03-15,2022,Positive,2017-12,583.0,['gay']
26,68227,2018-1-24,26,2018-1-24T05:55:58.000Z,Queens,New York,1503776008540938242,en,United States,"Queens, NY",@Vwms63 @sarahbeth345 @schraderism @jenneraub @angrybklynmom @Data_logical0 @alwayslearni This is really disturbing. Telling gay people things could be better for you if you just dump those trannies. I mean Jesus Christ dude.,"Bronx-born, Queens-raised son of a Brooklyn dad & Manhattan mom who met in Staten Island. Realtor, Writer, AvGeek, Europhile, NYC Expert. Nick = Domenick <�<",2589.0,6355882.0,2022-03-15,2022,Positive,2018-1,651.0,['gay']
27,68228,2018-2-24,27,2018-2-24T16:02:11.000Z,Orlando,Florida,1503852334341832704,en,United States,"Orlando, FL",@Slider_Wandile Typical homophobic shit tho& its played out& we should be past this by now,Im an alligator in Florida with a tumor from Floridas toxic water,16.0,1.42302802101602E+18,2022-03-15,2022,Negative,2018-2,571.0,['homophobic']
28,68229,2018-3-24,28,2018-3-24T15:53:27.000Z,Cleveland,Ohio,1503872784266674177,en,United States,"Cleveland, OH","@comeupchris27 @AkiOnMedz @tokyotrackstar @groovylmfao @DollaDollface @CodeineFridge That's a mouthful. I think you mean cisgender AMAB. 
AMAB = Assigned Male At Birth.
As opposed to AFAB.","book me at amyjadexoxo666@gmail.com

spend time with me at Sextpanther! https://sextpanther.com/AmyJade

my Pornhub: https://www.pornhub.com/model/amy-jade-love",1227.0,9.9791476415941E+17,2022-03-15,2022,Positive,2018-3,660.0,['cisgender']
29,68230,2018-4-24,29,2018-4-24T13:34:40.000Z,Sun City West,Arizona,1503614918515302400,en,United States,"Sun City West, AZ","@theleveloftime @mail_american Yah, this is a girl? Wtf its just a very troubled gay man playing dress up, very disturbing that we have a pres that feels the need 2 pervert r society even further. This isnt funny, & not something we should have to discuss w r kids becuz r govt is hellbent on fing them up. https://t.co/fQc5UVLcdY","True Patriot. Love my Country, Mom of one amazing son, wife to a wonderful husband who served his Nation for 20 yrs. Trust Jesusd",255.0,26417055.0,2022-03-15,2022,Negative,2018-4,654.0,['gay']
30,68231,2018-5-24,30,2018-5-24T01:04:28.000Z,Los Angeles,California,1503842713375948802,en,United States,"Los Angeles, CA",i am fully the trans mariah carey vocally ...just no one knows yet xx,rebranding into a void of nothingness � � + � �� ***,2744.0,1.26138611873958E+18,2022-03-15,2022,Negative,2018-5,615.0,['trans']
31,68232,2018-6-24,31,2018-6-24T17:46:55.000Z,Orlando,Florida,1503863303847792650,en,United States,"Orlando, FL",This is #Gay =; https://t.co/Ew5qWXuWMk,"Independent Professional Wrestler<<,One half of The Tag Team The End.Instagram workout selfies parrow49. booking info email Mikeysqwest@hotmail.com",27538.0,8.08498166479917E+17,2022-03-15,2022,Negative,2018-6,684.0,['gay']
32,68233,2018-7-24,32,2018-7-24T22:04:56.000Z,Arlington Heights,Pennsylvania,1503799107021946886,en,United States,"Arlington Heights, PA","Our first season is right around the corner! Announcing all of our rates for 2022 camping, partying and lounging in the Pocono Mountains of Pennsylvania <<
#gay #gaypoconos #gaycamping #gayresort #lgbt #gaycation #gaygetaway #gayroadtrip #gayswimming #gaysummer #gaysummer2022 https://t.co/U52jSWg4TF","An exciting new LGBT+ camping experience in the Poconos. With a swimming pool, live entertainment, field sports, and dance parties, Mt.Nebo has it all!",25.0,1.46787629583717E+18,2022-03-15,2022,Positive,2018-7,647.0,"['lgbt', 'gay']"
33,68234,2018-8-24,33,2018-8-24T06:00:25.000Z,Denver,Colorado,1503773877549232128,en,United States,"Denver, CO",@bitchybenzy @BradLeeOnBass Only gay guys ate quiche if I remember correctly,"Enjoys Phishing, long talks about the Grateful Dead, and golf.",1279.0,183214800.0,2022-03-15,2022,Positive,2018-8,643.0,['gay']
34,68235,2018-9-24,34,2018-9-24T16:29:33.000Z,Los Angeles,California,1503864746780803073,en,United States,"Los Angeles, CA","@REAP_LGBTQ @USNAGOD Sounds like the @NavalAcademy prior to 2011. To be powerless against bigotry is horrific, and damage done can last for a lifetime, or lead to death. Of the nine gay USNA friends I made in the 1980s, six are dead. My own life was DESTROYED by USNA abuse. Honor? Integrity? Nah...","Naval Academy grad and veteran of Operation Desert Shield (USS Kirk, FF 1087). Stands for honor, courage, integrity, and equality.",89.0,1.4179135640194E+18,2022-03-15,2022,Positive,2018-9,585.0,['gay']
35,68236,2018-10-24,35,2018-10-24T08:39:32.000Z,Manhattan,New York,1503523311694798852,en,United States,"Manhattan, NY","@none86034365 @AveryJonesxxx Awesome one less, now please more actual Gay Men in Gay Porn","A compassionate bilingual hardworking Gay Not Queer man, a jack of all trades and a Pokemon-Go Master, Comedy, cartoons, Sports. #Sexnotgender",290.0,8.76412531211985E+17,2022-03-15,2022,Positive,2018-10,482.0,['gay']
36,68237,2018-11-24,36,2018-11-24T05:14:14.000Z,Greenacres,Florida,1503529728476651523,en,United States,"Greenacres, FL",@DarbysCastle Rio I didn't know you are a black gay woman,Warning if you follow this account remember You are not always right and I am not always wrong. We will not always agree to everything,14119.0,1492518764.0,2022-03-15,2022,Negative,2018-11,486.0,['gay']
37,68238,2018-12-24,37,2018-12-24T21:00:01.000Z,Raleigh,North Carolina,1503717488902778883,en,United States,"Raleigh, NC","&My boss gave me a bottle of Jack for Xmas. I ran a red light.

Got arrested, was released in 2 hours, 

walked back crying to my car to move it - no drink in between,

turned my keys - they waited - arrested twice. 

I testify God loved this gay man free. https://t.co/25pa8Yty3k","I asked Jesus how he defines the word gay? Like a whisper to my heart He said, ""Tell my people I define the word gay as: (G) - God, (A) - accepts, (Y) - you",45.0,1.30417294139186E+18,2022-03-15,2022,Negative,2018-12,499.0,['gay']
38,68239,2019-1-24,38,2019-1-24T04:52:47.000Z,Philadelphia,Pennsylvania,1503561823060168707,en,United States,"Philadelphia, PA","Hey Kiddies, subscribe to my YouTube why dontcha! Lol! =
https://t.co/Qu6St4uPit
#gay #gayboy #gaypride #gayguy #gayman #gaylove #gaymen #gayselfie #gayfit #sexygay #gaybeard #gayuk #gayhunk #gayfitness #gaybrasil #gayjock #gaysexy #gayworld #gaylatino #kacamatagaya #gaydaddy https://t.co/CnMiaGbtb1",HIV+ pop artist and performer TONY ENOS. Music available on all music services!,1669.0,17892968.0,2022-03-15,2022,Positive,2019-1,550.0,['gay']
39,68240,2019-2-24,39,2019-2-24T01:21:09.000Z,Plum,Pennsylvania,1503544935768903681,en,United States,"Plum, PA",@Alixxa @TubbyZach So i know guys who say there gay but be all over females still! Like pete davison says in his one stand up,"MHA, IG@B_bunny_pos Different take on life. Knowledge, self help,self care, have a good day. Philosopher since birth! <�<�<�<�<�<�<�<�",56.0,1.14980577854454E+18,2022-03-15,2022,Positive,2019-2,553.0,['gay']
40,68241,2019-3-24,40,2019-3-24T01:32:58.000Z,Montgomery Village,Maryland,1503856059135496204,en,United States,"Montgomery Village, MD",You cant be talking about no dismantling heteronormativity but still seeking it based on fake gender roles based on positions in gay relationships. Yall be weird.,Morgan State Alumnus| MSM  UMD | IG: @MarcBennett_| L| Governor Appointee | Aspiring Attorney �| Fut. GWU LAW Student,3043.0,58031191.0,2022-03-15,2022,Negative,2019-3,652.0,['gay']
41,68242,2019-4-24,41,2019-4-24T17:19:06.000Z,Austin,Texas,1503830723962232835,en,United States,"Austin, TX",Oh and FYI hes bisexual and married to a woman so yall can cut it out with the gay rights went to far nonesense =C,"He/him, Black, gay, & tired. Black Lives Matter. Protect Black women. Protect trans people. Cashapp/Venmo: $AustinsTired",47565.0,1.00142285154143E+18,2022-03-15,2022,Negative,2019-4,633.0,"['bisexual', 'gay']"
42,68243,2019-5-24,42,2019-5-24T01:24:49.000Z,Huntingtown,Maryland,1503712857543917570,en,United States,"Huntingtown, MD","@slcjewishreader Whoops.
...was a spike in girls identifying as trans in the 2010's & attributes this to some sort of conspiracy among therapists to wrongly influence girls. It couldn't possibly be because it was finally safer to speak up of course. She's a sham, but has made a fortune.","Carry Narcan!! Environmental scientist on 2nd career on a mobile crisis team. Life-long Democrat. Love #pugs , kindness & guerilla gardening!",3258.0,353289271.0,2022-03-15,2022,Positive,2019-5,662.0,['trans']
43,68244,2019-6-24,43,2019-6-24T19:24:52.000Z,Austin,Texas,1503604334596177920,en,United States,"Austin, TX","Summer is upon us==<9d<< #gay #lgbt https://t.co/Bfvw8CujxA","VIBES<�<",7990.0,328119800.0,2022-03-15,2022,Negative,2019-6,645.0,"['lgbt', 'gay']"
44,68245,2019-7-24,44,2019-7-24T03:12:32.000Z,Los Angeles,California,1503822616724869122,en,United States,"Los Angeles, CA",When cis gender black women try to exclude trans women out of conversation/discourse regarding black women im like how lol misogyny affects all of us,clearly on drugs tho #sdsu20,741.0,1.07156449580423E+18,2022-03-15,2022,Negative,2019-7,634.0,['trans']
45,68246,2019-8-24,45,2019-8-24T07:53:33.000Z,Palo Alto,California,1503547920854884352,en,United States,"Palo Alto, CA","New study of over 100 #trans youth in Spain found that evolution to a cis identity was rare over a median 2.6 year follow up (29.8% were followed for at least 5 years).

https://t.co/3Wjeh4OqAh",Child Psychiatry Fellow @StanfordMed | #Trans Youth Mental Health Research | Opinions in @NytOpinion | #Samoyed Dad | #Queer | Views Mine & Not Med Advice,42092.0,8.02622679287206E+17,2022-03-15,2022,Positive,2019-8,691.0,['trans']
46,68247,2019-9-24,46,2019-9-24T05:29:32.000Z,McKinney,Texas,1503786924846333955,en,United States,"McKinney, TX",Currently in chastity at school going for 24+ hours straight. Im currently at about 14-15 hours. #gay #sub #bottom #chastity #chastitypunishment,bottom. Just for when Im bored and stuff. 18. kinky. nerdy,76.0,1.37446797627178E+18,2022-03-15,2022,Negative,2019-9,584.0,['gay']
47,68248,2019-10-24,47,2019-10-24T03:01:34.000Z,Parlier,California,1503613924704366592,en,United States,"Parlier, CA",this so stupid. like now u just gay and phoneless. OKAY?!?,<,110.0,1.19467854244287E+18,2022-03-15,2022,Positive,2019-10,590.0,['gay']
48,68249,2019-11-24,48,2019-11-24T19:01:19.000Z,West Jordan,Utah,1503760462088912899,en,United States,"West Jordan, UT","Three generations of gay mormondom in one family beautifully told
I'm Generation II but have been blessed to know and love all three","So many delightful wrong decisions...Parisien n, raised Virginian, tridecade wasatch downhill drop out, almost died in AZ Hellhole, Chicago renaissance...",1537.0,9.34373196312338E+17,2022-03-15,2022,Positive,2019-11,512.0,['gay']
49,68250,2015-11-24,49,2015-11-24T05:40:49.000Z,Renton,Washington,1503808936780083200,en,United States,"Renton, WA",@wlinares_ Gay ass foo,<�<�Salvadore�o<�<�,169.0,1947013555.0,2022-03-15,2022,Negative,2015-11,489.0,['gay']
50,68151,2015-12-24,0,2015-12-24T11:44:10.000Z,Brooklyn,New York,1178573566985547776,en,United States,"Brooklyn, NY",This isnt anti queer this is anti cishet adjacent men holding on to their place holdings of privilege to gain access and take advantage of queers and fems and trans femmes without ever really being IN it. Hold people accountable period,<< << ! born & raised in <N=! Ex MTV reality has been! email: RemyADuran@gmail.com,33300.0,26225897.0,2019-09-30,2019,Negative,2015-12,723.0,"['queer', 'trans']"
